sample_id,ablation,label,delta_dice
sample_2719,w/o source-relative query cue,No source cue,0.0057857271917947095
sample_2741,w/o source-relative query cue,No source cue,0.007583942745391203
sample_2745,w/o source-relative query cue,No source cue,-0.17973834247040166
sample_2747,w/o source-relative query cue,No source cue,-0.06653341901876542
sample_2751,w/o source-relative query cue,No source cue,0.10211880710913368
sample_2759,w/o source-relative query cue,No source cue,0.025021017773011356
sample_2769,w/o source-relative query cue,No source cue,-0.28341505500754566
sample_2771,w/o source-relative query cue,No source cue,-0.006416655132309601
sample_2784,w/o source-relative query cue,No source cue,0.18217891933043695
sample_2799,w/o source-relative query cue,No source cue,-0.04124533515250939
sample_2804,w/o source-relative query cue,No source cue,0.09360381770910453
sample_2833,w/o source-relative query cue,No source cue,-0.039966369573705696
sample_2844,w/o source-relative query cue,No source cue,0.003210911805870631
sample_2850,w/o source-relative query cue,No source cue,0.02054221390503741
sample_2872,w/o source-relative query cue,No source cue,0.10256972029900568
sample_2873,w/o source-relative query cue,No source cue,-0.05506617903843419
sample_2874,w/o source-relative query cue,No source cue,0.09691179017764295
sample_2887,w/o source-relative query cue,No source cue,-0.11649479473447888
sample_2909,w/o source-relative query cue,No source cue,-0.010244715390740344
sample_2932,w/o source-relative query cue,No source cue,0.10549150798215445
sample_2934,w/o source-relative query cue,No source cue,0.255055571631169
sample_2936,w/o source-relative query cue,No source cue,0.016273613823444277
sample_2945,w/o source-relative query cue,No source cue,0.01032549818646944
sample_2948,w/o source-relative query cue,No source cue,0.04441611505094889
sample_2951,w/o source-relative query cue,No source cue,0.05931619378125785
sample_2956,w/o source-relative query cue,No source cue,0.08093374923056651
sample_2961,w/o source-relative query cue,No source cue,0.05263027607914861
sample_2977,w/o source-relative query cue,No source cue,0.066070475454029
sample_2987,w/o source-relative query cue,No source cue,-0.05255831932080307
sample_2993,w/o source-relative query cue,No source cue,-0.10321071267732307
